大类,中类,小类,细分类,棚格图分类,棚格图名称,商品编码,名称,品牌,规格/容量/尺寸,规格,品种,包装,口味,售价,价格带,尺码,含糖量,成分特点,脂肪含量,是否有机,配方,片数范围,功效,适用人群/场景,进口/国产,肉种,酒精度数,香味,面条形状,加工工艺,颜色,订单数,销售,毛利,每订单门店数,每金额门店数,在售门店数,订单同比增长率,销售同比增长率,上市天数
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,104723692,丽巧克145g纳宝帝香草牛奶味威化饼干,丽巧克,145g,0-149g/ml,威化饼干,盒,牛奶,6.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1524,1.003199393,40.86270586,6.5621,0.996810811,151,-0.39307049,-0.430891528,1238
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,107135845,喜之郎25G开心时间巧克趣牛奶味,喜之郎,25g,0-99g/ml,休闲饼干,罐,牛奶,3,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2375,0.899724875,21.38611078,4.2097,1.111450876,62,-0.19600542,-0.187177808,800
23,2301_饼干糕点,2312_糕饼,23128_麻花、烤馍,2336,糕点,105009431,众望100g低糖奶油甜味小麻花,众望,100g,0-149g/ml,麻花、烤馍,袋,奶油、奶酪,3.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.021666667,0.826852,178.5714,46.15384615,1,-0.95845697,-0.961938118,1178
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800024603,嘉顿115g手指饼,嘉顿,115g,100-299g/ml,休闲饼干,袋,原味,6,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,2841
23,2301_饼干糕点,2311_饼干,23117_无糖及粗粮饼干,2314,饼干,800025561,好吃点168g高钎消化饼,好吃点,168g,150-199g/ml,无糖及粗粮饼干,袋,原味,6.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2118,1.4121306,47.23973392,4.7212,0.708149798,223,-0.33396226,-0.354253327,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106626554,瑞士乐48g果仁棒草莓味,瑞士乐,48g,0-99g/ml,休闲饼干,盒,草莓,6.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.012,0.08225641,1.710088889,83.5476,12.15710723,13,-0.91104522,-0.902446201,1000
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104195519,奥利奥夹心116g原味,奥利奥,116g,0-149g/ml,夹心饼干,袋,原味,6.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.7836,6.408067014,215.0916964,1.2762,0.156053299,230,-0.22622692,-0.075942886,1379
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,109502389,尼口尼口100g奶酪味注心饼干,尼口尼口,100g,100-299g/ml,休闲饼干,盒,奶油、奶酪,6.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1238,0.848731088,50.92219184,8.0748,1.178229494,24,0.05,0.05,198
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108631277,奥朗探戈80g咔咔脆威化饼干草莓味,奥朗探戈,80g,0-149g/ml,威化饼干,盒,草莓,6.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0386,0.194079365,-55.30456099,25.9259,5.152531283,35,-0.3045045,-0.481876893,486
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104195631,奥利奥夹心116g巧克力味,奥利奥,116g,0-149g/ml,夹心饼干,袋,巧克力,6.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.6654,5.407578838,156.2249297,1.5029,0.184925644,228,-0.18883335,-0.010701178,1379
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800027609,格力高60g巧克力味百奇,格力高,60g,0-99g/ml,休闲饼干,盒,巧克力,7.2,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.04,3.288505,178.5714,25,1,-0.95305951,-0.936440508,2841
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108677435,格力高55g百奇巧克力味装饰饼干,格力高,55g,0-149g/ml,夹心饼干,盒,巧克力,7.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2462,1.876721546,75.92851037,4.0624,0.532844098,230,0.23905385,0.156243499,469
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800226961,格力高48g百醇牛奶味饼干,格力高,48g,0-99g/ml,休闲饼干,盒,牛奶,7.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.4223,3.574326756,159.9761313,2.368,0.279772967,229,-0.03650468,0.090214966,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800237914,格力高48g榛仁巧克力百醇,格力高,48g,0-99g/ml,休闲饼干,盒,巧克力,7.8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2707,2.196945708,93.18768948,3.6948,0.455177384,230,-0.2087109,-0.088825576,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108123889,糖豆小子40G手指形饼干代可可脂巧克力味酱,糖豆小子,40g,0-99g/ml,休闲饼干,罐,巧克力,8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0443,0.31348069,16.59847479,22.598,3.189989154,29,-0.40616622,-0.496145546,617
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108631402,可尼斯Funbites50g花生巧克力味威化卷,Funbites,50g,0-149g/ml,威化饼干,盒,巧克力,8,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0159,0.193527778,-58.49232149,63.0063,5.16721688,14,-0.48208469,-0.105342343,486
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,800023154,日出东方160g灯芯糕,日出东方,160g,100-299g/ml,休闲糕点,盒,原味,8.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.005555556,-5.53366,178.5714,180,1,-0.97956204,-0.998588201,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800226959,格力高48g浓郁抹茶味慕斯百奇,格力高,48g,0-99g/ml,休闲饼干,盒,抹茶,8.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1904,1.639307848,69.22912959,5.2515,0.61001355,87,-0.40537164,-0.321651884,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800226956,格力高60g慕思百奇巧克力味,格力高,60g,0-99g/ml,休闲饼干,盒,巧克力,8.5,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0361,0.253120669,-4.801752727,27.6921,3.950684878,44,-0.74433428,-0.786633279,1149
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108124321,格兰娜250g动物形原味饼干,格兰娜,250g,100-299g/ml,休闲饼干,袋,原味,8.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0894,0.796995331,38.30520518,11.1796,1.254712494,119,-0.4765808,-0.475724649,611
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,101869776,椰乡春光105g椰香脆饼,春光,105g,100-299g/ml,休闲饼干,盒,椰子,11.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2005,2.268494104,42.9873712,4.9866,0.440821071,196,-0.2388003,-0.235916622,2246
23,2301_饼干糕点,2312_糕饼,23124_华夫饼,2336,糕点,100171712,丹夫168g华夫饼奶油味,丹夫,168g,150-299g/ml,华夫饼,袋,奶油、奶酪,12,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1583,1.918971892,80.778395,6.3165,0.521112375,153,-0.44708348,-0.46487815,2661
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108273481,COCO_376g迷你草莓味夹心小黑饼干,COCO,376g,200g/ml以上,夹心饼干,袋,草莓,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0877,1.070411411,62.53859219,11.4043,0.934220235,37,0.05,0.05,168
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108064006,Tango160g奥朗探戈咔咔脆威化饼干牛奶味,Tango,160g,150-199g/ml,威化饼干,盒,牛奶,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0315,0.370682433,1.436955978,31.7644,2.697726981,66,0.02272727,-0.001539894,490
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,106567831,百乐芬168G抹茶蛋糕,百乐芬,168g,150-299g/ml,蛋糕蛋卷,盒,抹茶,12.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1943,2.268479099,151.2206496,5.1456,0.440823987,217,-0.06496631,-0.083399615,1008
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106749845,滨崎96g心宠趣蛋奶油味,滨崎,96g,0-99g/ml,休闲饼干,罐,奶油、奶酪,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,960
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106749765,滨崎96g心宠趣蛋草莓味,滨崎,96g,0-99g/ml,休闲饼干,罐,草莓,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,960
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,108658251,雀巢脆脆鲨123g草莓味威化代可可脂巧克力,雀巢,123g,0-149g/ml,威化饼干,盒,草莓,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0707,0.781015878,-34.68936133,14.1416,1.280383701,81,0.24471831,0.069279754,476
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,104394892,格兰娜310g天使图案原味饼干,格罗娜,310g,300g/ml以上,休闲饼干,袋,原味,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0559,0.638993078,20.57693839,17.8954,1.56496218,137,-0.43133266,-0.476880532,785
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,109674535,Dobby142g日式小圆饼干,Dobby,142g,100-299g/ml,休闲饼干,罐,原味,13.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.117,1.611321212,104.7153002,8.5493,0.620608723,55,0.05,0.05,150
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,101081022,好丽友144g蘑古力3联包,好丽友,144g,100-299g/ml,休闲饼干,袋,巧克力,13.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3732,4.44726672,-58.94718276,2.6792,0.224857213,229,-0.43454545,-0.441973098,2477
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,800249540,趣多多240g巧克力原味软式经典甜饼干,趣多多,240g,200g/ml以上,曲奇饼干,盒,巧克力,14.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0672,0.778698291,-23.86730201,14.8883,1.284194419,211,-0.78350515,-0.819785367,2841
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,800026371,日出东方300g灯芯糕,日出东方,300g,300g/ml以上,休闲糕点,盒,原味,15.9,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.3942,11.81369967,391.614404,2.5366,0.084647488,25,0.56242568,0.683803231,2841
23,2301_饼干糕点,2311_饼干,23112_苏打饼干,2314,饼干,108339436,海太135gIVY苏打饼干,海太,135g,0-149g/ml,苏打饼干,袋,原味,15.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.219444444,-48.224386,180.1802,4.556962025,2,-0.9026087,-0.747347057,555
23,2301_饼干糕点,2311_饼干,23117_无糖及粗粮饼干,2314,饼干,104299684,谷优280g高膳食纤维燕麦饼干(经典口味),谷优,280g,200g/ml以上,无糖及粗粮饼干,袋,原味,16,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,542
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,109509994,不二家100g臻芯挞抹茶红豆味,不二家,100g,0-149g/ml,含馅饼、酥,盒,抹茶,16.8,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0553,0.782955411,21.68192137,18.0682,1.27721194,212,0.05,0.05,197
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,107908908,OWNACE68g椰子卷原味,OWNACE,68g,0-149g/ml,蛋糕蛋卷,袋,原味,16.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,675
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,104577568,达利园300g拔丝蛋糕,达利园,300g,300g/ml以上,蛋糕蛋卷,袋,原味,16.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0678,1.041841816,34.23717376,14.7459,0.959838609,208,-0.21254355,-0.268249333,1274
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,106897207,哈得斯200g原味纸杯蛋糕,哈得斯,200g,150-299g/ml,蛋糕蛋卷,袋,原味,19.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0222,0.177171717,-47.40250131,45.0082,5.644241733,11,-0.64536741,-0.847893797,917
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800027601,格力高60g牛奶味百奇,格力高,60g,0-99g/ml,休闲饼干,盒,牛奶,7.2,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0111,0.050555556,-37.81215722,90.0901,19.78021978,1,-0.92778139,-0.944923376,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800226952,格力高50g双重巧克力味百奇,格力高,50g,0-99g/ml,休闲饼干,盒,巧克力,7.2,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2096,1.548503464,69.80572313,4.7707,0.6457848,226,-0.26584939,-0.186270023,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800161956,米老头150g牛奶味蛋黄煎饼,米老头,150g,100-299g/ml,休闲饼干,袋,牛奶,8.9,0-9.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1123,0.965026577,26.39373379,8.9085,1.036240891,112,-0.28924051,-0.298619066,2841
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,800408691,丹麦蓝罐90g无核葡萄干巧克力曲奇,丹麦蓝罐,90g,0-149g/ml,曲奇饼干,袋,巧克力,10.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0322,0.296507002,-6.178323075,31.0638,3.372601641,73,-0.62028302,-0.676416036,730
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,108498488,达利园240g瑞士卷抹茶味12枚装,达利园,240g,150-299g/ml,蛋糕蛋卷,袋,抹茶,10.5,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0419,0.380837245,-1.357141255,23.8462,2.625793601,124,-0.47950311,-0.524630425,511
23,2301_饼干糕点,2312_糕饼,23123_派,2336,糕点,800023728,好丽友168gQ蒂摩卡巧克力蛋糕,好丽友,168g,150-299g/ml,派,盒,巧克力,10.9,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2632,2.920114452,28.90095262,3.7995,0.342452331,224,-0.08196721,-0.124385075,2841
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,108114333,奥利奥190g巧轻脆香草慕斯味,奥利奥,190g,150-199g/ml,夹心饼干,盒,香草,11.5,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1768,1.867392722,7.502666249,5.6547,0.535505996,208,-0.02320442,-0.065044043,622
23,2301_饼干糕点,2312_糕饼,23125_含馅饼、酥,2336,糕点,100474861,春光105g椰香酥饼,春光,146g,0-149g/ml,含馅饼、酥,盒,椰子,11.5,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1727,1.906958472,39.25626739,5.7902,0.524395268,172,-0.17328865,-0.156128946,2246
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,108307362,好丽友168gQ蒂郁白蛋糕柚见白巧味,好丽友,168g,150-299g/ml,蛋糕蛋卷,盒,巧克力,11.6,0-11.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.026,0.196671053,-24.28521586,38.4265,5.084632368,38,-0.62589928,-0.750235138,490
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,109630575,趣多多170g香脆曲奇浓浓巧克力味,趣多多,170g,150-199g/ml,曲奇饼干,盒,巧克力,11.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1551,1.778921831,47.41877395,6.4456,0.562138247,27,0.05,0.05,162
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,109630655,趣多多144g大块曲奇脏脏黑巧克力味,趣多多,144g,0-149g/ml,曲奇饼干,盒,巧克力,11.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1868,2.160399239,56.59439126,5.3525,0.462877408,27,0.05,0.05,162
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,109204664,奥利奥192g双心脆草莓味,奥利奥,192g,150-199g/ml,威化饼干,袋,草莓,11.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1816,1.982304067,17.46978132,5.5074,0.504463476,224,0.05,0.05,288
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,800403239,茱蒂丝125g乳酪三明治饼干,茱蒂丝,125g,0-149g/ml,夹心饼干,袋,奶油、奶酪,11.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0167,0.6,-207.659325,59.8802,1.666666667,1,-0.66733068,0.505098339,2841
23,2301_饼干糕点,2311_饼干,23111_威化饼干,2312,威化,102114519,丽芝士290g纳宝帝奶酪威化饼干,丽芝士,290g,200g/ml以上,威化饼干,盒,奶油、奶酪,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.4545,6.077507703,344.5041062,2.2004,0.164541132,82,-0.39569206,-0.370641425,1504
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,109605020,coco368g夹心饼干牛奶冰淇淋味,COCO,368g,200g/ml以上,夹心饼干,袋,奶油、奶酪,12.8,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0562,0.711636508,44.23714286,17.7963,1.405211774,35,0.05,0.05,168
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106693925,DOBBY牌70G小鱼儿造型饼干奶酪味,Dobby牌,70g,0-99g/ml,休闲饼干,罐,奶油、奶酪,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0275,0.225141975,-8.766335481,36.4078,4.441641762,18,-0.62016575,-0.731729537,979
23,2301_饼干糕点,2312_糕饼,23121_面包,2336,糕点,800215717,达利360g香奶味法式软面包,达利,360g,300g/ml以上,面包,袋,牛奶,12.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1845,2.296782002,32.03931084,5.421,0.435391778,225,-0.11298077,-0.166627367,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,104393700,格兰娜360g牛奶味饼干,歌洛娜,360g,300g/ml以上,休闲饼干,袋,牛奶,12.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0798,0.970322751,40.80960463,12.5303,1.030584925,63,-0.36414343,-0.384439969,785
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,109264691,达利园240g好醇蛋糕抹茶味,达利园,240g,150-299g/ml,蛋糕蛋卷,袋,抹茶,13.5,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0536,0.673223758,-3.925581008,18.6534,1.485390241,157,0.05,0.05,266
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,103200371,卡乐米斯300g草莓味夹心饼干,卡乐米斯,300g,200g/ml以上,夹心饼干,袋,草莓,13.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.018,0.125836601,-43.02672092,55.6283,7.946813484,17,-0.40397351,-0.672375204,1683
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103483498,小猪佩奇120g牛奶曲奇盒装,小猪佩奇,120g,0-149g/ml,曲奇饼干,袋,牛奶,13.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0935,1.268802791,22.54010438,10.6974,0.788144546,173,-0.469654,-0.481144054,1597
23,2301_饼干糕点,2312_糕饼,23122_蛋糕蛋卷,2336,糕点,800411931,盼盼160g奶香梅尼耶干蛋糕,盼盼,160g,150-299g/ml,蛋糕蛋卷,盒,原味,13.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0192,0.196123988,-7.08315104,51.9577,5.098815345,28,-0.90773667,-0.929947544,2841
23,2301_饼干糕点,2312_糕饼,23129_沙琪玛,2336,糕点,106437606,徐福记140g巧芙町抹茶味,徐福记,140g,0-149g/ml,沙琪玛,盒,抹茶,13.9,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,1030
23,2301_饼干糕点,2312_糕饼,23124_华夫饼,2336,糕点,103793533,回头客336g高钙牛奶味华夫饼,回头客,336g,300g/ml以上,华夫饼,袋,牛奶,14,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,1500
23,2301_饼干糕点,2313_休闲糕饼,23132_休闲糕点,2336,糕点,108720472,小猫菲比388g猫耳酥原味,小猫菲比,388g,300g/ml以上,休闲糕点,袋,原味,14.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.006,0.118896825,-38.39873885,168.0672,8.410653494,14,-0.87730061,-0.80907257,462
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800024958,真巧380g巧克力花生味涂层饼干,真巧,380g,300g/ml以上,休闲饼干,盒,巧克力,14.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0185,0.243802469,-3.962330025,54.0054,4.101681183,18,-0.86152695,-0.873800479,2841
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,800026528,真巧380g牛奶味芝麻涂层饼干,真巧,380g,300g/ml以上,休闲饼干,盒,牛奶,14.9,10-14.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1304,1.859588741,32.10777969,7.6705,0.53775331,165,-0.16517286,-0.18253102,2841
23,2301_饼干糕点,2312_糕饼,23128_麻花、烤馍,2336,糕点,107036484,快乐金谷238g糯香原味糯米小麻花,快乐金谷,238g,150-299g/ml,麻花、烤馍,袋,原味,15.8,12-19.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0386,0.43995523,-10.89733487,25.9259,2.272958545,70,-0.79801151,-0.804340672,890
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,103574517,小猪160g注心饼（巧克力）,小猪,160g,100-299g/ml,休闲饼干,盒,巧克力,15.9,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1054,1.611229165,31.1887388,9.4849,0.620644178,179,-0.53383459,-0.535052313,1416
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,104198162,奥利奥夹心349g巧克力味,奥利奥,349g,200g/ml以上,夹心饼干,袋,巧克力,16.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1574,2.565910576,19.07795468,6.3519,0.389725195,222,0.17375093,0.204233404,1379
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,103266143,法丽兹126g香草柠檬巧克力味曲奇,法丽兹,126g,0-149g/ml,曲奇饼干,袋,香草,16.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1121,1.832102253,89.41854985,8.9167,0.545821063,214,-0.24613315,-0.264365774,1665
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108685515,格力高140g百奇分享装草莓味,格力高,140g,100-299g/ml,休闲饼干,盒,草莓,19.8,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0919,1.514023254,16.12686478,10.8819,0.660491837,218,0.0786385,-0.036661041,469
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,108670989,小资优品160g牛乳曲奇饼干,小资优品,160g,150-199g/ml,曲奇饼干,盒,牛奶,19.8,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0056,0.044444444,-17.999944,178.5714,22.5,1,-0.91604198,-0.967065992,474
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,108797509,健达5条装快乐河马,健达,150g,100-299g/ml,休闲饼干,盒,原味,22,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.2393,5.611297324,142.601881,4.1789,0.178211908,163,1.71931818,1.547194069,428
23,2301_饼干糕点,2311_饼干,23115_夹心饼干,2314,饼干,100890784,嘉士利680g草莓味果酱夹心饼干,嘉士利,680g,200g/ml以上,夹心饼干,盒,草莓,23.9,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.1394,2.925465865,26.66151635,7.1751,0.341825899,219,-0.31599607,-0.376653105,2646
23,2301_饼干糕点,2311_饼干,23116_曲奇饼干,2316,曲奇,101361534,欧若拉350g原味曲奇饼干,欧若拉,350g,200g/ml以上,曲奇饼干,袋,原味,24,15-24.9元,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.0236,0.430650407,6.644118428,42.4123,2.322069096,41,-0.53816047,-0.626867319,2492
23,2301_饼干糕点,2312_糕饼,23121_面包,2336,糕点,103015838,盼盼480g奶香味手撕面包,盼盼,480g,300g/ml以上,面包,袋,牛奶,26,20元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0.097,1.749781139,52.73611797,10.3137,0.571500045,221,-0.62183236,-0.65456292,1737
23,2301_饼干糕点,2313_休闲糕饼,23131_休闲饼干,2314,饼干,106529797,星七牌150g迷恋小脆饼干,星七,150g,100-299g/ml,休闲饼干,袋,原味,26.9,15元以上,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,0,0,0,0,0,0,0,0,633
